material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Al_wyckoff,num_Al_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1205426,KNa3Al4(GeO4)4,1.753648799915125,0.0472830455363372,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True,10.0,4.0,1.7619969965073945,1.7757014597148206,1.766688167903768,0.005593717170219868,0.013704463207426132,92.91783098128347,25.88712267360787,41.28936526439019,114.99570006074933,4.0,1.0,3,Tetrahedron
mp-1205426,KNa3Al4(GeO4)4,1.753648799915125,0.0472830455363372,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True,11.0,4.0,1.7619969965073934,1.7757014597148202,1.766688167903768,0.005593717170219585,0.013704463207426798,92.91783098128344,25.887122673607863,41.289365264390185,114.99570006074934,4.0,1.0,4,Tetrahedron
mp-1205426,KNa3Al4(GeO4)4,1.753648799915125,0.0472830455363372,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True,12.0,4.0,1.7658107136809507,1.7741292526333465,1.7693337342517979,0.0031252765446614333,0.00831853895239587,94.04096354681228,35.309354202750846,16.459304943542698,119.78639760204216,4.0,1.0,5,Tetrahedron
mp-1205426,KNa3Al4(GeO4)4,1.753648799915125,0.0472830455363372,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True,13.0,4.0,1.7658107136809507,1.7741292526333468,1.7693337342517979,0.0031252765446614364,0.008318538952396093,94.04096354681229,35.30935420275085,16.459304943542698,119.78639760204219,4.0,1.0,6,Tetrahedron
mp-1205426,KNa3Al4(GeO4)4,1.753648799915125,0.0472830455363372,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True,14.0,4.0,1.7651861990051452,1.7697806101981561,1.767099404969137,0.001752968176797442,0.004594411193010961,109.43336688687958,2.5041987959964236,106.64332886099736,113.53638754269076,4.0,1.0,7,Tetrahedron
mp-1205426,KNa3Al4(GeO4)4,1.753648799915125,0.0472830455363372,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Al,0.0,True,15.0,4.0,1.765186199005146,1.7697806101981555,1.7670994049691373,0.0017529681767968373,0.004594411193009407,109.43336688687958,2.504198795996434,106.64332886099731,113.53638754269076,4.0,1.0,8,Tetrahedron
mp-1205443,LiAlSiH2O5,1.7593040836763183,0.0438160320520281,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,Al,0.0,True,4.0,4.0,1.7651520652539598,1.7796204338288846,1.7720978123524223,0.00582043477007561,0.014468368574924728,109.46731402435482,1.643052073809883,106.12661325566332,111.24565123440154,4.0,1.0,1,Tetrahedron
mp-1205443,LiAlSiH2O5,1.7593040836763183,0.0438160320520281,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,Al,0.0,True,5.0,4.0,1.7651520652539587,1.7796204338288844,1.7720978123524216,0.005820434770076144,0.014468368574925616,89.6442634654615,22.040421219420253,50.79563095976248,111.24565123440152,4.0,1.0,2,Tetrahedron
mp-1205443,LiAlSiH2O5,1.7593040836763183,0.0438160320520281,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,Al,0.0,True,6.0,4.0,1.765152065253958,1.7796204338288844,1.7720978123524216,0.005820434770076372,0.014468368574926282,78.2911532967402,19.004892688338696,52.98766115776311,109.27477890146463,4.0,1.0,3,Tetrahedron
mp-1205443,LiAlSiH2O5,1.7593040836763183,0.0438160320520281,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,Al,0.0,True,7.0,4.0,1.7651520652539592,1.7796204338288837,1.7720978123524218,0.005820434770075562,0.014468368574924506,92.00134141485898,25.456680962936172,52.987661157763135,110.65516708595034,4.0,1.0,4,Tetrahedron
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,12.0,4.0,1.780003120179099,1.7800131897158666,1.7800061174117956,4.157690981809873e-06,1.0069536767742804e-05,109.61301494156014,7.053830039468437,99.63728205744881,114.60110525752377,4.0,1.0,1,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,13.0,4.0,1.7800031201791,1.780013189715868,1.7800061174117967,4.157690982041899e-06,1.0069536767964848e-05,109.61301494156011,7.053830039468428,99.63728205744881,114.60110525752377,4.0,1.0,2,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,14.0,4.0,1.7800031201790993,1.7800131897158677,1.7800061174117965,4.157690982301299e-06,1.0069536768408938e-05,81.17601710813331,33.69053734772118,24.270595031933517,126.83727471608904,4.0,1.0,3,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,15.0,4.0,1.7800031201790987,1.780013189715867,1.7800061174117963,4.157690982021187e-06,1.0069536768408938e-05,109.61301494156011,7.053830039468454,99.63728205744876,114.6011052575238,4.0,1.0,4,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,16.0,4.0,1.7800031201791005,1.780013189715868,1.7800061174117963,4.157690982325167e-06,1.006953676752076e-05,109.61301494156011,7.05383003946843,99.63728205744881,114.6011052575238,4.0,1.0,5,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,17.0,4.0,1.7800031201790987,1.7800131897158675,1.7800061174117958,4.157690982267608e-06,1.0069536768853027e-05,81.17601710813331,33.69053734772118,24.27059503193353,126.83727471608904,4.0,1.0,6,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,18.0,4.0,1.7800031201790985,1.7800131897158682,1.7800061174117965,4.1576909824389085e-06,1.0069536769741205e-05,81.17601710813328,33.69053734772117,24.270595031933517,126.83727471608901,4.0,1.0,7,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,19.0,4.0,1.7800031201790987,1.780013189715868,1.780006117411796,4.157690982598969e-06,1.0069536769297116e-05,81.1760171081333,33.69053734772118,24.27059503193353,126.83727471608904,4.0,1.0,8,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,20.0,4.0,1.780003120179099,1.7800131897158673,1.7800061174117958,4.157690982173181e-06,1.0069536768408938e-05,109.61301494156014,7.053830039468455,99.63728205744879,114.60110525752383,4.0,1.0,9,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,21.0,4.0,1.7800031201790982,1.7800131897158689,1.7800061174117963,4.157690982914195e-06,1.0069536770629384e-05,109.61301494156014,7.053830039468422,99.63728205744881,114.60110525752377,4.0,1.0,10,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,22.0,4.0,1.7800031201790993,1.7800131897158666,1.780006117411796,4.157690981529759e-06,1.0069536767298715e-05,81.17601710813328,33.69053734772116,24.270595031933517,126.83727471608901,4.0,1.0,11,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,4.0,Al,0.0,True,23.0,4.0,1.7800031201790987,1.780013189715868,1.780006117411796,4.157690982499635e-06,1.0069536769297116e-05,81.17601710813331,33.69053734772119,24.270595031933517,126.83727471608907,4.0,1.0,12,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True,24.0,6.0,1.9370317107043304,1.937031710704332,1.9370317107043313,6.903647322763728e-16,1.5543122344752192e-15,51.75988057666434,22.585037708908676,16.247181292822503,85.90025987566084,6.0,1.0,1,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True,25.0,6.0,1.9370364447538742,1.937042870617578,1.9370385868093765,3.029109831157651e-06,6.425863703807266e-06,62.58731778624455,35.449926479100824,10.574511115704674,113.8966104853795,6.0,1.0,2,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True,26.0,6.0,1.9370364447538737,1.9370428706175784,1.9370385868093765,3.0291098310530117e-06,6.425863704695445e-06,62.58731778624456,35.44992647910082,10.574511115704674,113.89661048537951,6.0,1.0,3,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True,27.0,6.0,1.9370364447538748,1.937042870617579,1.9370385868093771,3.0291098313408267e-06,6.4258637042513556e-06,58.00200136849468,28.566964704938393,14.123363445975404,103.78965378870083,6.0,1.0,4,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True,28.0,6.0,1.937036444753874,1.9370428706175786,1.9370385868093767,3.0291098310529935e-06,6.425863704695445e-06,62.58731778624455,35.449926479100824,10.574511115704674,113.89661048537951,6.0,1.0,5,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True,29.0,6.0,1.937031710704331,1.9370317107043327,1.9370317107043318,6.409875621278547e-16,1.7763568394002505e-15,108.0,36.18627219360532,85.90025987566082,180.0,6.0,1.0,6,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True,30.0,6.0,1.9370364447538737,1.9370428706175773,1.9370385868093765,3.029109830712801e-06,6.425863703585222e-06,58.00200136849468,28.566964704938393,14.12336344597543,103.78965378870085,6.0,1.0,7,"Octahedron, Tetrahedron"
mp-1208102,Tm3Al5O12,1.6686064108620131,0.3872573517016667,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","8a, 12d",2,6.0,Al,0.0,True,31.0,6.0,1.9370364447538737,1.9370428706175784,1.9370385868093767,3.029109831262339e-06,6.425863704695445e-06,58.00200136849468,28.566964704938393,14.12336344597543,103.78965378870085,6.0,1.0,8,"Octahedron, Tetrahedron"
mp-1208108,Tm4Al2O9,1.7359094225424756,0.0731327543093032,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,16.0,4.0,1.7498969389936934,1.7666576176585926,1.7588494749773562,0.006084199161089467,0.016760678664899276,82.46784428184127,21.07461113471302,46.1939978179614,108.47662737008453,4.0,1.0,1,Tetrahedron
mp-1208108,Tm4Al2O9,1.7359094225424756,0.0731327543093032,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,17.0,4.0,1.7498969389936916,1.7666576176585915,1.758849474977356,0.006084199161089892,0.016760678664899942,82.46784428184122,21.074611134713013,46.19399781796139,108.47662737008451,4.0,1.0,2,Tetrahedron
mp-1208108,Tm4Al2O9,1.7359094225424756,0.0731327543093032,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,18.0,4.0,1.749896938993691,1.7666576176585918,1.7588494749773553,0.006084199161090134,0.01676067866490083,97.11591116705051,20.99986497472765,69.37677122950736,123.12899129877601,4.0,1.0,3,Tetrahedron
mp-1208108,Tm4Al2O9,1.7359094225424756,0.0731327543093032,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,19.0,4.0,1.7498969389936925,1.766657617658593,1.7588494749773562,0.006084199161089925,0.016760678664900608,97.11591116705051,20.999864974727647,69.37677122950734,123.12899129877597,4.0,1.0,4,Tetrahedron
mp-1208108,Tm4Al2O9,1.7359094225424756,0.0731327543093032,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,20.0,4.0,1.7437533080676724,1.7699471853771251,1.755476087580041,0.011127340211466021,0.026193877309452773,90.62637757052828,30.68812809057234,27.6633520862925,116.21834330044472,4.0,1.0,5,Tetrahedron
mp-1208108,Tm4Al2O9,1.7359094225424756,0.0731327543093032,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,21.0,4.0,1.7437533080676706,1.7699471853771278,1.7554760875800415,0.011127340211467971,0.026193877309457214,90.62637757052828,30.688128090572338,27.663352086292527,116.21834330044472,4.0,1.0,6,Tetrahedron
mp-1208108,Tm4Al2O9,1.7359094225424756,0.0731327543093032,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,22.0,4.0,1.7437533080676708,1.7699471853771271,1.7554760875800413,0.011127340211467406,0.026193877309456326,109.10027816760972,10.694511697673612,95.28871654481374,124.0069306399813,4.0,1.0,7,Tetrahedron
mp-1208108,Tm4Al2O9,1.7359094225424756,0.0731327543093032,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,23.0,4.0,1.7437533080676708,1.769947185377126,1.7554760875800401,0.011127340211467262,0.026193877309455216,109.10027816760974,10.69451169767361,95.28871654481372,124.00693063998133,4.0,1.0,8,Tetrahedron
mp-1208364,TbAlGe2O7,1.9618391472803969,-0.1939479588092048,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,4.0,5.0,1.7997207354933054,1.9486421690452844,1.8624188106776962,0.0611170098875147,0.14892143355197907,107.04979096950724,25.983477314305496,81.24445947523247,168.71629526165006,5.0,1.0,1,Trigonal bipyramid
mp-1208364,TbAlGe2O7,1.9618391472803969,-0.1939479588092048,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,5.0,5.0,1.7997207354933071,1.9486421690452855,1.8624188106776962,0.061117009887515,0.1489214335519784,107.04979096950724,25.983477314305485,81.24445947523247,168.71629526165003,5.0,1.0,2,Trigonal bipyramid
mp-1208364,TbAlGe2O7,1.9618391472803969,-0.1939479588092048,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,6.0,5.0,1.7997207354933078,1.948642169045285,1.8624188106776969,0.061117009887514354,0.1489214335519773,91.50192478431126,28.827545176240623,23.48425829114156,131.67732577263922,5.0,1.0,3,Trigonal bipyramid
mp-1208364,TbAlGe2O7,1.9618391472803969,-0.1939479588092048,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,7.0,5.0,1.7997207354933071,1.948642169045283,1.8624188106776969,0.06111700988751362,0.14892143355197596,91.50192478431123,28.827545176240637,23.484258291141515,131.67732577263922,5.0,1.0,4,Trigonal bipyramid
mp-1208627,SrHo2Al2O7,1.417784074430903,0.7876155378532527,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Al,0.0,True,3.0,6.0,1.8704079006046639,2.109934749680441,1.9161008490833689,0.08760263826631837,0.23952684907577693,83.85708840481034,39.98460649507222,8.537736462515939e-07,180.0,6.0,1.0,1,Octahedron
mp-1208627,SrHo2Al2O7,1.417784074430903,0.7876155378532527,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Al,0.0,True,4.0,6.0,1.870407900604663,2.1099347496804417,1.9161008490833689,0.08760263826631878,0.2395268490757787,9.640667542588426,5.157215119173423,0.0,14.94964993306231,6.0,1.0,2,Octahedron
mp-1208690,SrLaAlCuO5,1.7471432367905813,0.067562062006013,[4.0],3.0,3.0,3.0,Tetrahedron,4d,1,4.0,Al,0.0,True,8.0,4.0,1.753847563558593,1.7753092546508218,1.7688011153084582,0.008683707200871957,0.02146169109222873,109.22510357083321,5.218568777347281,101.15787647708689,119.05950904401614,4.0,1.0,1,Tetrahedron
mp-1208690,SrLaAlCuO5,1.7471432367905813,0.067562062006013,[4.0],3.0,3.0,3.0,Tetrahedron,4d,1,4.0,Al,0.0,True,9.0,4.0,1.7538475635585944,1.7753092546508213,1.7688011153084584,0.008683707200871381,0.021461691092226953,92.68747630678592,31.540818902426544,24.09764625267526,119.05950904401612,4.0,1.0,2,Tetrahedron
mp-1208690,SrLaAlCuO5,1.7471432367905813,0.067562062006013,[4.0],3.0,3.0,3.0,Tetrahedron,4d,1,4.0,Al,0.0,True,10.0,4.0,1.7538475635585935,1.7753092546508213,1.7688011153084582,0.008683707200871735,0.02146169109222784,109.2251035708332,5.218568777347282,101.15787647708686,119.05950904401612,4.0,1.0,3,Tetrahedron
mp-1208690,SrLaAlCuO5,1.7471432367905813,0.067562062006013,[4.0],3.0,3.0,3.0,Tetrahedron,4d,1,4.0,Al,0.0,True,11.0,4.0,1.7538475635585935,1.7753092546508218,1.7688011153084582,0.008683707200871764,0.021461691092228286,92.68747630678592,31.540818902426544,24.09764625267526,119.05950904401612,4.0,1.0,4,Tetrahedron
mp-1208735,SrAl2H6C2O11,1.9288970398172995,-0.0187238808770151,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Al,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1208925,SmAlGe2O7,1.9509002654284235,-0.1661291898604406,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,4.0,5.0,1.7989918595049592,1.9480920255277232,1.8657240634509715,0.06258403722651877,0.149100166022764,107.1007873720113,26.062088836218035,82.59047158194532,169.56651189174218,5.0,1.0,1,Trigonal bipyramid
mp-1208925,SmAlGe2O7,1.9509002654284235,-0.1661291898604406,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,5.0,5.0,1.7989918595049592,1.948092025527723,1.865724063450972,0.06258403722651852,0.14910016602276377,107.1007873720113,26.062088836218035,82.59047158194532,169.56651189174218,5.0,1.0,2,Trigonal bipyramid
mp-1208925,SmAlGe2O7,1.9509002654284235,-0.1661291898604406,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,6.0,5.0,1.7989918595049579,1.948092025527723,1.8657240634509713,0.06258403722651869,0.1491001660227651,91.45505386936895,28.897411679716644,22.96546640352366,131.5254812359885,5.0,1.0,3,Trigonal bipyramid
mp-1208925,SmAlGe2O7,1.9509002654284235,-0.1661291898604406,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,7.0,5.0,1.7989918595049574,1.9480920255277228,1.8657240634509715,0.06258403722651897,0.14910016602276532,91.45505386936897,28.897411679716647,22.965466403523724,131.52548123598856,5.0,1.0,4,Trigonal bipyramid
mp-1208969,Sm4Al2O9,1.726433559284422,0.0860463196495857,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,16.0,4.0,1.7426992049447547,1.7623917414324741,1.7530895045008923,0.006989041848013754,0.019692536487719403,82.86289695600657,20.668853472286365,48.415948848069306,109.37609039390907,4.0,1.0,1,Tetrahedron
mp-1208969,Sm4Al2O9,1.726433559284422,0.0860463196495857,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,17.0,4.0,1.7426992049447527,1.762391741432475,1.7530895045008927,0.006989041848014835,0.01969253648772229,82.86289695600658,20.66885347228637,48.41594884806932,109.37609039390907,4.0,1.0,2,Tetrahedron
mp-1208969,Sm4Al2O9,1.726433559284422,0.0860463196495857,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,18.0,4.0,1.7426992049447512,1.7623917414324748,1.7530895045008923,0.006989041848015336,0.019692536487723622,96.25146040132249,20.66618522234764,69.58508357995262,121.58571041893201,4.0,1.0,3,Tetrahedron
mp-1208969,Sm4Al2O9,1.726433559284422,0.0860463196495857,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,19.0,4.0,1.742699204944753,1.762391741432473,1.7530895045008916,0.0069890418480140866,0.01969253648772007,96.25146040132249,20.666185222347632,69.58508357995262,121.58571041893202,4.0,1.0,4,Tetrahedron
mp-1208969,Sm4Al2O9,1.726433559284422,0.0860463196495857,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,20.0,4.0,1.7385605913917475,1.7628279000637799,1.7497888228391747,0.011232339615998115,0.024267308672032417,90.8903368651357,30.25266192503243,29.002680867879903,116.58780070508814,4.0,1.0,5,Tetrahedron
mp-1208969,Sm4Al2O9,1.726433559284422,0.0860463196495857,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,21.0,4.0,1.7385605913917468,1.7628279000637823,1.7497888228391754,0.011232339615997948,0.024267308672035526,90.8903368651357,30.252661925032434,29.002680867879878,116.58780070508814,4.0,1.0,6,Tetrahedron
mp-1208969,Sm4Al2O9,1.726433559284422,0.0860463196495857,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,22.0,4.0,1.7385605913917466,1.7628279000637808,1.749788822839175,0.011232339615997643,0.024267308672034194,109.15532447813551,9.035342407051054,97.09574441024772,121.60035911084397,4.0,1.0,7,Tetrahedron
mp-1208969,Sm4Al2O9,1.726433559284422,0.0860463196495857,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Al,0.0,True,23.0,4.0,1.7385605913917468,1.7628279000637785,1.749788822839175,0.011232339615997108,0.02426730867203175,109.15532447813551,9.035342407051049,97.0957444102477,121.600359110844,4.0,1.0,8,Tetrahedron
mp-1209642,PrAlGe2O7,1.9294950880903383,-0.1550288758743175,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,4.0,5.0,1.7809631818519704,1.9273328089462332,1.8500310753539835,0.064565460184016,0.1463696270942627,107.14760552276195,26.125091636362548,84.51172232969631,170.3424052534114,5.0,1.0,1,Trigonal bipyramid
mp-1209642,PrAlGe2O7,1.9294950880903383,-0.1550288758743175,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,5.0,5.0,1.7809631818519713,1.927332808946232,1.8500310753539833,0.06456546018401586,0.1463696270942607,107.14760552276195,26.12509163636256,84.51172232969641,170.34240525341144,5.0,1.0,2,Trigonal bipyramid
mp-1209642,PrAlGe2O7,1.9294950880903383,-0.1550288758743175,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,6.0,5.0,1.7809631818519704,1.927332808946233,1.8500310753539833,0.06456546018401604,0.1463696270942625,91.5476076003428,29.058764436999386,22.20608758726272,131.4550329573301,5.0,1.0,3,Trigonal bipyramid
mp-1209642,PrAlGe2O7,1.9294950880903383,-0.1550288758743175,[5.0],3.0,3.0,3.0,Trigonal bipyramid,4e,1,5.0,Al,0.0,True,7.0,5.0,1.7809631818519678,1.9273328089462332,1.8500310753539833,0.06456546018401656,0.14636962709426538,91.54760760034279,29.058764436999397,22.20608758726265,131.4550329573301,5.0,1.0,4,Trigonal bipyramid
mp-1209752,Rb2Na2Al3(GeO4)3,1.7778515772731638,0.016702998535035,[4.0],3.0,3.0,3.0,Tetrahedron,"4b, 2a",1,4.0,Al,0.0,True,8.0,4.0,1.7811999075741292,1.7888248353765706,1.785851303552401,0.003201484900660217,0.007624927802441395,91.64470886222891,27.379800912300468,33.26091473655828,112.01317506800724,4.0,1.0,1,Tetrahedron
mp-1209752,Rb2Na2Al3(GeO4)3,1.7778515772731638,0.016702998535035,[4.0],3.0,3.0,3.0,Tetrahedron,"4b, 2a",1,4.0,Al,0.0,True,9.0,4.0,1.7811999075741305,1.7888248353765719,1.7858513035524024,0.0032014849006603945,0.007624927802441395,95.19841003261662,38.6477227286818,9.226145173942378,116.56010589835404,4.0,1.0,2,Tetrahedron
mp-1209752,Rb2Na2Al3(GeO4)3,1.7778515772731638,0.016702998535035,[4.0],3.0,3.0,3.0,Tetrahedron,"4b, 2a",1,4.0,Al,0.0,True,10.0,4.0,1.7675384335614934,1.7913676172470407,1.7805952776837932,0.008885195129404558,0.023829183685547317,89.54461969898722,20.835101968820922,56.81374508210402,112.66647664530637,4.0,1.0,3,Tetrahedron
mp-1209752,Rb2Na2Al3(GeO4)3,1.7778515772731638,0.016702998535035,[4.0],3.0,3.0,3.0,Tetrahedron,"4b, 2a",1,4.0,Al,0.0,True,11.0,4.0,1.7675384335614985,1.791367617247041,1.780595277683794,0.008885195129402907,0.023829183685542432,90.3767733737958,30.508122052358765,27.483089726925595,112.6664766453064,4.0,1.0,4,Tetrahedron
mp-1209752,Rb2Na2Al3(GeO4)3,1.7778515772731638,0.016702998535035,[4.0],3.0,3.0,3.0,Tetrahedron,"4b, 2a",1,4.0,Al,0.0,True,12.0,4.0,1.7675384335614963,1.7913676172470423,1.7805952776837943,0.008885195129404016,0.023829183685545985,90.37677337379584,30.508122052358758,27.483089726925623,112.66647664530636,4.0,1.0,5,Tetrahedron
mp-1209752,Rb2Na2Al3(GeO4)3,1.7778515772731638,0.016702998535035,[4.0],3.0,3.0,3.0,Tetrahedron,"4b, 2a",1,4.0,Al,0.0,True,13.0,4.0,1.7675384335614965,1.7913676172470412,1.7805952776837939,0.008885195129403538,0.023829183685544653,89.54461969898722,20.835101968820922,56.81374508210401,112.66647664530637,4.0,1.0,6,Tetrahedron
mp-1210191,NaAl(SO4)2,1.360168471335103,0.7818093006413959,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Al,0.0,True,1.0,6.0,1.8586350437668042,1.924737510044852,1.9027033546188357,0.03116100143890818,0.06610246627804783,38.496960467771274,15.90176667555231,19.169082475922114,68.18785655360078,6.0,1.0,1,Octahedron
