material_id,chem_formula,R$_0$,B,Nb_chemenv,num_Nb_chemenvs,Nb_wyckoff,num_Nb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Nb_sites,num_CN_env,num_charge_states,NbX_coordn,NbO_coordn,mean_coordn_Nb-X,min_coordn_Nb-X,max_coordn_Nb-X,mean_coordn_Nb-O,min_coordn_Nb-O,max_coordn_Nb-O,mean_Nb_charge,min_Nb_charge,max_Nb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NbO_BondL
mp-1046866,Nb2VZn2O8,1.95577458594692,0.5782274132699783,Octahedron,1,4f,1,[1.082559084810078],0.0,1.082559084810078,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Nb-O-V-Zn,0.022246591602559,-2.52694661076923,0.9222999999999992,4,Monoclinic,2/m,C2/c,oxide,,,"V, Zn, Nb",,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.043335521896838
mp-1046973,Nb2Zn2NiO8,1.9449334950300967,0.6478226154732629,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Nb-Ni-O-Zn,0.024825587307701,-2.367255105769231,0.0,4,Monoclinic,2/m,C2/c,oxide,,,"Ni, Zn, Nb",,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0412878748121663
mp-1048464,Mg2Nb2FeO8,1.9469647442440627,0.8207612263586798,Octahedron,1,4f,1,[1.123198332322066],0.0,1.123198332322066,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Mg-Nb-O,0.004039328461541,-2.845580870384615,3.1238,4,Monoclinic,2/m,C2/c,oxide,,Mg,"Fe, Nb",,,,"N, O",F,,,,"B $\in$ [0.5, 1]",Positive B,2.0642703860883604
mp-1076412,K5Na3Nb6(WO12)2,2.02527922485404,-0.0190490178114344,no_data,1,no_data,1,no_data,0.0,no_data,A2B3C5D6E24,2,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.02794870445833,-2.658750792509697,0.0,5,Orthorhombic,mm2,Amm2,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0189844728837265
mp-1076481,K5Na3Nb5(WO8)3,2.010109247157446,0.0237330430437661,Octahedron,1,1a,1,"[0.020288428050205, 0.012812945493280001, 0.021031746969239002, 0.012800866763932, 0.010966405551964]",0.0,0.015580078565724001,A3B3C5D5E24,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.019438791562494,-2.585916285259698,0.0,5,Triclinic,1,P1,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.017206324174964
mp-1076751,K4Na4NbW7O24,1.98758451966292,0.0314369528779988,Octahedron,1,1b,1,[0.006701874210015],0.0,0.006701874210015,AB4C4D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.022720019413052,-2.246943295612932,0.0,5,Tetragonal,4mm,P4mm,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.022147541648088
mp-1076812,K2Na2Nb(WO4)3,1.953552172267481,0.0498480362310189,Octahedron,1,1b,1,[0.009497316123403],0.0,0.009497316123403,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.029603871624996,-2.325379436362931,0.0,5,Orthorhombic,mm2,Pmm2,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.009347052806405
mp-1078341,EuNbO3,2.049646873586503,0.0035093111631862,Octahedron,1,2a,1,[0.018850002692991003],0.0,0.018850002692991003,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-Nb-O,0.0,-3.143563455999987,0.0,3,Orthorhombic,mmm,Imma,oxide,,,Nb,,,,"N, O",,,Eu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0510835857166563
mp-10942,KNaLaNbO5,1.9660466295839,-0.9289481310907516,Square pyramid,1,2c,1,[2.259243359352932],0.0,2.259243359352932,ABCDE5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,K-La-Na-Nb-O,0.0,-3.040243175403257,3.6387,5,Tetragonal,4/mmm,P4/nmm,oxide,"Na, K",,Nb,,,,"N, O",,,La,,"B $\in$ [-1, -0.1]",Negative B,1.9648216126184956
mp-1096815,Ba3Ta4NbO15,2.012456343400153,0.0213037055084335,Octahedron,1,2c,1,[0.157082190578194],0.0,0.157082190578194,AB3C4D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Nb-O-Ta,0.00075972604892,-3.387424732362319,0.0,4,Tetragonal,4/mmm,P4/mbm,oxide,,Ba,"Nb, Ta",,,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0222983043796376
mp-1096858,Ba3TaNb4O15,2.0693210103433977,-0.1518826124057713,no_data,1,no_data,1,no_data,0.0,no_data,AB3C4D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Nb-O-Ta,0.00022375702176,-3.254193587492754,0.0,4,Tetragonal,4/mmm,P4/mbm,oxide,,Ba,"Nb, Ta",,,B,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.0296560817015705
mp-1099622,K5Na3Nb7WO24,2.0052674788938125,0.0938286573820179,Octahedron,1,"2b, 1a",2,"[0.022349542006118002, 0.022247975303853, 0.002622369317596, 0.0026851204773440003, 0.0015620773928780001]",0.0,0.0102934168995578,AB3C5D7E24,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.01898101235416,-2.749062904759698,0.0,5,Monoclinic,m,Cm,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0261601380540917
mp-1099687,K4Na4Nb3W5O24,2.003164027068021,0.0269419685234753,Octahedron,1,"1d, 1b",2,"[0.011487175139308001, 0.021937380569738003, 0.012750492925356]",0.0,0.015391682878134002,A3B4C4D5E24,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.019391085520828,-2.4196493396129317,0.0,5,Orthorhombic,mm2,Pmm2,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0187056822068885
mp-1099943,K5Na3Nb4(WO6)4,1.8808963494974749,0.3503141444397281,Octahedron,1,"2b, 1a",2,"[0.021910958963307, 0.01455696978906, 0.00509599160918]",0.0,0.013854640120515667,A3B4C4D5E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Na-Nb-O-W,0.032817726666664,-2.491192930009698,0.0,5,Monoclinic,m,Cm,oxide,"Na, K",,"Nb, W",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0235163106893954
mp-1100957,UNbO5,2.309991292287324,-1.024133718862032,Octahedron,1,4c,1,[0.655984052230378],0.0,0.655984052230378,ABC5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",r2SCAN,Nb-O-U,0.001433019255943,-3.383119099642858,0.03,3,Orthorhombic,mmm,Pcca,oxide,,,Nb,,,,"N, O",,,,U,B < -1,Negative B,2.025886375043702
mp-1101448,NbVO4,1.979433596721952,0.1841213127953229,Octahedron,1,2c,1,[0.359436695087169],0.0,0.359436695087169,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Nb-O-V,0.012102638258884,-2.813911977500002,0.0,3,Orthorhombic,2/m,Cmmm,oxide,,,"V, Nb",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.013449679188003
mp-1101460,NbCrO4,1.9255832614323605,0.5606783889405852,Octahedron,1,"2i, 2g",2,"[1.506249070114888, 1.402205623347578]",0.0,1.454227346731233,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Cr-Nb-O,0.012545930238049,-2.7434853837500013,3.0426,3,Monoclinic,2/m,C2/m,chromate,,,"Cr, Nb",,,,"C, N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.074939933906279
mp-1101724,Nb10Pb14O39,1.910751833651348,0.5885762940250513,Octahedron,1,"2e, 2d, 2c",3,"[0.049930891503876, 0.017115562696193, 0.17106733581094002, 0.045420867106792, 0.154655810485995]",0.0,0.0876380935207592,A10B14C39,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Nb-O-Pb,0.0,-2.412029320079364,1.751799999999999,3,Orthorhombic,mm2,Amm2,oxide,,,Nb,,Pb,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0211777868840723
mp-1103792,Nb2O2F3,2.030727973752464,0.0099902626114381,Octahedron,1,2i,1,"[0.42219659867380205, 0.53741039480023]",0.0,0.47980349673701606,A2B2C3,1,2,2,"[6.0, 6.0]","[3.0, 3.0]",6.0,6.0,6.0,3.0,3.0,3.0,3.5,3.0,4.0,2.0,2,2,"F-, O2-","Halogens, Nonmetals, Transition Metals",GGA,F-Nb-O,0.000796972142858,-3.058922925714285,0.0,3,Triclinic,-1,P-1,fluoride,,,Nb,,,,"N, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.049307132112159
mp-1103862,Ba3SrNb2O9,1.7649413008823256,1.5433780946680886,Octahedron,1,2d,1,[0.16076591191924],0.0,0.16076591191924,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Nb-O-Sr,0.020923040333329,-3.242644839000001,2.8291,4,Trigonal,-3m,P-3m1,oxide,,"Sr, Ba",Nb,,,B,"N, O, S",,,,,B > 1,Positive B,2.051286981773776
mp-1104131,NbPO5,2.4892408805868027,-1.6450224648620253,Square pyramid,1,2c,1,[0.385837351958957],0.0,0.385837351958957,ABC5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Nb-O-P,0.024056118928569,-2.9056814970918383,3.1971,3,Tetragonal,4/m,P4/n,oxide,,,Nb,,,,"N, O, P",,,,,B < -1,Negative B,2.0551916689882694
mp-1120749,BaNb4O11,1.9817415772908225,0.2579087695687764,"Octahedron, Pentagonal bipyramid",2,"6g, 2c",2,"[0.9565137480976551, 1.065722875260599]",0.0,1.0111183116791271,AB4C11,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Nb-O,0.023508265178504,-3.1130122103125,2.6601,3,Hexagonal,622,P6_322,oxide,,Ba,Nb,,,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0320277169212297
mp-1173080,Sr6Nb7O21,1.8563834357194915,0.501211518008399,Octahedron,1,1a,1,"[0.07140022433977901, 0.07452170980485301, 0.07099892977293701, 0.06709343112249601, 0.067633635885014, 0.0738631013042, 0.12820276200889302]",0.0,0.07910197060545314,A6B7C21,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.29,4.29,4.29,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Nb-O-Sr,0.011350725294018,-3.209138147205883,0.0,3,Trigonal,-3,R-3,oxide,,Sr,Nb,,,,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.0251304347767216
mp-1173097,BaLa7Mg5Nb3O24,2.0116100605482536,0.0499987964986781,Octahedron,1,1a,1,"[0.10298404008068, 0.10588053243911201, 0.21012710983444502]",0.0,0.139663894118079,AB3C5D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-La-Mg-Nb-O,0.042144013020829,-3.464384642250001,2.902300000000001,5,Monoclinic,m,Cm,oxide,,"Mg, Ba",Nb,,,B,"N, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0192907050689346
mp-1173098,Ba6Ti2Nb10Si8O51,1.9295992223753315,0.4340343252408004,Octahedron,1,2b,1,"[0.279464415416651, 0.204153914923124, 0.149185751532556, 0.20040372729222503, 0.267784717872506]",0.0,0.22019850540741243,A2B6C8D10E51,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Nb-O-Si-Ti,0.003621362337662,-3.272955927683984,2.3987,5,Monoclinic,m,Cm,oxide,,Ba,"Ti, Nb",,,"B, Si","N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0115029107699502
mp-1173261,Sr2NdNb(CuO4)2,1.6249821129457618,2.089134680483306,Octahedron,1,2e,1,[0.014616283750532002],0.0,0.014616283750532002,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Cu-Nb-Nd-O-Sr,0.017111283214284,-2.689857955178571,0.0,5,Monoclinic,2/m,C2/m,oxide,,Sr,"Cu, Nb",,,,"C, N, O, S",,,Nd,,B > 1,Positive B,2.006011435564066
mp-1173431,NbFeNi(O2F)2,1.919446715798448,0.6350348406440324,Octahedron,1,1b,1,"[0.532684839631774, 0.555025129415163]",0.0,0.5438549845234686,ABCD2E4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,F-Fe-Nb-Ni-O,0.047540995000002,-2.387645221666666,1.3901,5,Monoclinic,m,Pm,fluoride,,,"Fe, Ni, Nb",,,,"N, O",F,,,,"B $\in$ [0.5, 1]",Positive B,2.0260067993183135
mp-1173439,PrNb3O9,1.922323872196769,0.4941207993034012,Octahedron,1,2i,1,"[0.24896189976990402, 0.5946988784646651, 0.5585119856981391, 0.38640764832787006, 0.485562551956259, 0.29988890305772997]",0.0,0.4290053112124279,AB3C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Nb-O-Pr,0.034828989065934,-3.215752765128205,1.7191,3,Triclinic,-1,P-1,oxide,,,Nb,,,,"N, O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.014895311371587
mp-1173450,NdNb3O9,1.9421446039940744,0.3770144856143636,Octahedron,1,2i,1,"[0.48309605315243903, 0.6172669368861801, 0.286235248469769, 0.350473754175923, 0.6263683780793821, 0.40815036798381005]",0.0,0.46193178979125055,AB3C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Nb-Nd-O,0.036603962527472,-3.220672069807691,1.8044,3,Triclinic,-1,P-1,oxide,,,Nb,,,,"N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,2.014252985542127
mp-1173489,Nb2Zn(PbO3)3,2.1375751958508213,-0.2675361810276798,Octahedron,1,1a,1,"[0.388900579037718, 0.321189902026699]",0.0,0.35504524053220854,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Nb-O-Pb-Zn,0.040877414520837,-2.263213024999999,2.436899999999999,4,Triclinic,1,P1,oxide,,,"Zn, Nb",,Pb,,"N, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.046726593519677
mp-1173546,Nb4Pb3O13,1.93826701729278,0.3625160962876758,Octahedron,1,"2a, 4k, 2d",3,"[0.11083496722691501, 0.04172820333805, 0.052009318397924005]",0.0,0.06819082965429633,A3B4C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Nb-O-Pb,0.0,-2.644328347249999,2.2052,3,Orthorhombic,mmm,Pmma,oxide,,,Nb,,Pb,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0049795366285097
mp-1173557,Nb10N11O,2.364625210155228,-0.1017095811090393,"Octahedron, Trigonal prism",2,2a,1,"[0.375131447968717, 0.41049734613881705, 0.104058455726433, 0.147700764099878, 0.43702307944856306, 0.439364269245449, 0.43875416202764905, 0.14659199025216102, 0.09481262060294601, 0.42591796503489604]",0.0,0.3019852100545509,AB10C11,2,4,2,"[6.0, 6.0, 6.0, 6.0]","[1.0, 0, 1.0, 0]",6.0,6.0,6.0,1.0,0.0,1.0,3.5,3.0,4.0,1.5,1,2,"N3-, O2-","Nonmetals, Transition Metals",GGA,N-Nb-O,0.036253922938865,-1.2972807834090911,0.0,3,Monoclinic,m,Pc,oxide,,,Nb,,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,2.273470675148248
mp-1173563,Nb8Pb6O25,1.995085488192196,0.0688793988122766,Octahedron,1,2c,1,"[0.173381715747352, 0.190833773341669, 0.24217139373801103, 0.196306770332136]",0.0,0.200673413289792,A6B8C25,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Nb-O-Pb,0.016596918243591,-2.608209020641024,0.4474,3,Monoclinic,2,C2,oxide,,,Nb,,Pb,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0123460273438534
