material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ta_wyckoff,num_Ta_chemenvs,CN,element,charge_range,is_single_charge
mp-2713825,NaTaTi3Si3(SO8)3,1.926243995269018,0.2984886119685807,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713832,NaHf3TaSi3(SO8)3,1.9272282119136712,0.3881297055043619,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713839,Na2Sc3Ta5(PO4)12,1.900014271965232,0.4647801846136211,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713856,ScTa3(PO4)6,1.9128890479442773,0.3942371538897409,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2713872,Na2Ta5Al3(PO4)12,1.8980191126831056,0.4184228535570815,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2713878,LaTa3(PO4)6,1.9064464038126232,0.4764165165872477,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2713881,Na3Mg2Ta4(PO4)9,1.778205153337651,1.1496390046344955,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2713892,Na9Ta4Zn8P9(SO8)9,1.8823234169914544,0.6205347560126528,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713900,CaTa5(PO4)9,1.9184449067341065,0.365428915300296,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2713916,NaHf3Ta(PO4)6,1.927929793169783,0.3088592893032619,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Ta,0.0,True
mp-2713918,Mg4Ta2(SO4)9,1.8776956073978428,0.6457547635271861,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ta,0.0,True
mp-2713922,Ta3GaSi3(SO8)3,1.9239458104182112,0.3479208200632059,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713923,Na3Ca2Ta4(PO4)9,1.7698831059141864,1.2803528194781086,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2713925,YTa3(PO4)6,1.907001547697161,0.4487970115839489,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2713931,Na2Y3Ta5(PO4)12,1.8940882667510184,0.5419853686806971,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713941,Ca4Ta2(SO4)9,1.865008627835956,0.7775657205450704,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ta,0.0,True
mp-2713953,NaTaTi3(PO4)6,1.923334831064181,0.2805842558305134,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Ta,0.0,True
mp-2713962,Ta3Al(PO4)6,1.908984620419844,0.3534256996830494,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2713978,ScTa3Si3(SO8)3,1.9266051668155453,0.3762859037088751,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2713980,NaTaSn3(PO4)6,1.956275498136588,0.1217468285055373,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Ta,0.0,True
mp-2713983,NaTa3Zn(PO4)6,1.8920135374097675,0.4896611428344859,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2713985,Ta5Zn(PO4)9,1.918026911528801,0.3443778280470916,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2713989,Na2Ta5Ga3(PO4)12,1.902991733607731,0.4031946088435799,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714004,NaCaTa3(PO4)6,1.884492289402556,0.5684061023894816,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b, 1c",1,6.0,Ta,0.0,True
mp-2714019,NaZr3TaSi3(SO8)3,1.9276729666901893,0.3737900746753442,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714027,Na3Mg5Ta(SO4)9,2.0807771991335806,-0.5551203803891799,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Ta,0.0,True
mp-2714042,Na5Y3TaSiP5O24,1.912939825022135,0.5375930683150747,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714048,Na3Ta4Zn8P3(S5O24)3,1.909707818929148,0.4086370171915896,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714059,Na7Ca3Ta(PO4)6,1.874691725451776,0.7076198037773247,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714161,NaTa4Si3(PO8)3,1.9092511636495093,0.4052655908946193,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714200,Na3Ca5Ta(SO4)9,2.1108558188732607,-0.685124319439074,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Ta,0.0,True
mp-2714203,Na6Ca16Ta8Si3(S11O48)3,1.9009805348146864,0.5950577726027486,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714208,Na6Mg16Ta8Si3(S11O48)3,1.8961014481557783,0.5113348708869939,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714209,Na2Ta8Si9(SO16)3,1.912616024743354,0.4173016005808443,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714215,Na3TaZn5(SO4)9,2.120457486273936,-0.7349209201217051,[6.0],5.0,5.0,5.0,Octahedron,2b,1,6.0,Ta,0.0,True
mp-2714223,Na3Ca8Ta4P3(S5O24)3,1.906902429114838,0.4881649917116786,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714262,NaTa2Nb2Si3(PO8)3,1.9133982815989363,0.3967425500485574,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714263,Na6Ta8Zn16Si3(S11O48)3,1.8978726724361987,0.5085603768174659,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714266,Na2Ta4Nb4Si9(SO16)3,1.925744042864852,0.3676410181053678,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714283,Na3Mg8Ta4P3(S5O24)3,1.905022875190776,0.4413848281760032,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714309,Na7Mg3Ta(PO4)6,1.852288479758111,0.7598131895347624,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714310,Na15Mg4Ta8Si9(PO8)9,1.833878076559408,0.8942517386667976,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714349,Na3Ta4Si5PO24,1.896324805289652,0.4962746235231161,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714364,Na14Ta4In4Si11SO48,1.833840926321925,0.9071451657774796,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714368,Na21Mg4Ta8Si15(PO24)3,1.8065123118414,1.0475782376519365,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714401,Na3Ta2Zn4P3(SO6)6,1.899014577366413,0.5052018393042352,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ta,0.0,True
mp-2714408,Na2TaNb(SiO4)3,1.8745964965935136,0.6316721635815412,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714414,Na3Mg4Ta2P3(SO6)6,1.887423232478468,0.5662890904719934,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ta,0.0,True
mp-2714429,Na2Ta2(SiO4)3,1.881932607396593,0.596678552563977,[6.0],5.0,5.0,5.0,Octahedron,12f,1,6.0,Ta,0.0,True
mp-2714439,Na7Sc2Ta2Si5PO24,1.7939062070861695,1.2177589652635037,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714560,Na6Ta4Nb4Si11SO48,1.8995036854782632,0.4875736167503485,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714577,Na3Ta2Nb2Si5PO24,1.8990765065528528,0.4998167069622354,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714578,Na14Sc4Ta4Si11SO48,1.8375027043296632,0.8799211897467869,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714581,Na6Ta8Si11SO48,1.8931684645362887,0.5233809832705426,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714588,Na12Mg4Ta2Si3(PO6)6,1.7659677381886176,1.2678688563863785,[6.0],5.0,5.0,5.0,Octahedron,"2c, 2a",1,6.0,Ta,0.0,True
mp-2714624,Na6Sc5Ta3(PO4)12,1.895921161806197,0.5592638959851527,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714640,NaTaZn3(SO4)6,1.8746489340486685,0.6218310372634244,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Ta,0.0,True
mp-2714647,Na9Mg5Ta7(PO4)18,1.8483734857656904,0.8051627020900811,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714660,Na7Y3TaSi3(PO8)3,1.881892448111493,0.7069229393030299,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714715,Na6Ta3Ga5(PO4)12,1.9252169357639808,0.2974420175670526,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2714735,Na7Sc3TaSi3(PO8)3,1.8118249848331085,1.0401805180530677,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714770,NaCa3Ta(SO4)6,1.855162855761985,0.780467429706448,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Ta,0.0,True
mp-2714783,NaMg3Ta(SO4)6,1.8711649091922424,0.6483497371881376,[6.0],5.0,5.0,5.0,Octahedron,"1a, 1b",1,6.0,Ta,0.0,True
mp-2714820,Na15Ca10Ta2P9(SO8)9,1.833511629381108,0.8834021941958529,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714828,Na15Mg10Ta2P9(SO8)9,1.8410704584237751,0.8157263001890017,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714836,Na6Ta3Al5(PO4)12,1.920418582290604,0.2762568503717333,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714867,Na6Ta3In5(PO4)12,1.9062531885486416,0.5085954701378083,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714945,Na2HfTaSi2PO12,1.8988814364714424,0.5706898431394029,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2714960,Na7TaIn3Si3(PO8)3,1.8179152006931945,1.0292790672865355,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2714982,Na6Ta5ZnSi6(PO12)3,1.8823212909265568,0.5922704542797123,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2714998,Na2TaTiSi2PO12,1.9069688394726352,0.4530987482726754,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2715006,Na4ScTa3Si4(PO12)2,1.8736363061581536,0.65348579402087,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715041,Na12Mg5Ta(PO4)9,1.6604641490933372,1.7648105392156015,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715052,Na4Ta3InSi4(PO12)2,1.8713967621198373,0.6691307935319205,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715064,Na4YTa3Si4(PO12)2,1.8733138696368457,0.6889168199987624,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715071,Na4Ta3GaSi4(PO12)2,1.87355129013034,0.6207475838129209,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715100,Na6CaTa5Si6(PO12)3,1.8844779857881129,0.5965496935028147,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715140,Na4Ta3AlSi4(PO12)2,1.868349033129356,0.6453034480889519,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715143,Na15Mg8Ta4P15(SO24)3,1.8266378394558724,0.9149677829137876,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715148,Na9TaZn11(SO4)18,1.9583218051906808,0.0995350390938511,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715149,Na2TaSi2SnPO12,1.900546567587698,0.5172939417518635,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2715156,Na9Mg11Ta(SO4)18,1.905406991392562,0.403164630075273,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715174,Na12Ca5Ta(PO4)9,1.9041824568649064,0.4475414284925224,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715178,Na4Hf2Ta2Si5SO24,1.8869177607464944,0.5879441290034981,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715193,Na2ZrTaSi2PO12,1.904554961152802,0.5684993268665501,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2715221,Na6MgTa5Si6(PO12)3,1.8803183846754847,0.5992651882006266,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715234,Na6Sc3TaSi2(PO6)4,1.8368903554992104,0.8893874545125339,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715250,Na6TaIn3Si2(PO6)4,1.8417550213792349,0.8374851683590858,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715258,Na6YTa3(SiO4)6,1.8835590654370928,0.6336028243245263,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715263,Na6Ta3Ga(SiO4)6,1.7897944537754238,1.1204484894446862,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715268,Na3ZrTa(SiO4)3,1.8360559351846235,0.9534651634568744,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715275,Na6YTa3(SiO4)6,1.8795245343967888,0.6556092280958316,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715278,Na6TaIn3Si2(PO6)4,1.8423277052415217,0.8406963420806752,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715280,Na6Y3TaSi2(PO6)4,1.829908471173516,0.9622774674098064,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715282,Na3TaSi3SnO12,1.872353518815108,0.7036774097385403,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True
mp-2715287,Na3HfTa(SiO4)3,1.83163446604068,0.9573076847708084,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715297,Na3HfTa(SiO4)3,1.8648908652129688,0.7620438104815607,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True
mp-2715312,Na6TaAl3Si2(PO6)4,1.8181387071976445,0.8955742832586031,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715322,Na6LaTa3(SiO4)6,1.9176094778043908,0.4395493252758455,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715329,Na6Ta3Al(SiO4)6,1.7640023164533207,1.2576331234024276,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715338,Na9Mg4Ta2(PO4)9,1.815292410228992,0.9750858863869138,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715341,Na6TaAl3Si2(PO6)4,1.7865196750729884,1.084829689727897,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715346,Na6Ta3In(SiO4)6,1.8291105957588591,0.91808823440429,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715347,Na6Ta3In(SiO4)6,1.8746538501365,0.6630918164512811,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715356,Na9Mg4Ta2(PO4)9,1.7590778303410075,1.3008662107713511,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715372,Na9CaTa5(SiO4)9,1.88174507617242,0.6338998455008966,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715380,Na6Sc3TaSi2(PO6)4,1.8401959143249569,0.8656159839479696,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715382,Na9Ca4Ta2(PO4)9,1.824634139741437,1.0155381271499742,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715390,Na9MgTa5(SiO4)9,1.8754371143865605,0.6514110873352676,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715391,Na9MgTa5(SiO4)9,1.8493520374968504,0.789240827410702,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715393,Na9Ta5Zn(SiO4)9,1.8787275294770287,0.6399131848186022,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715421,Na6Y3TaSi2(PO6)4,1.872114128306348,0.746457949306669,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715425,Na3TaSi3SnO12,1.8336883401880104,0.9029983859331256,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715427,Na6Ta3Ga(SiO4)6,1.8259686935969983,0.8982792788258369,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715430,Na6ScTa3(SiO4)6,1.870971301779956,0.6857600077856396,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715437,Na6Ta3Al(SiO4)6,1.8153107649109133,0.9512006179612206,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715439,Na3TaTi(SiO4)3,1.852260955040251,0.7583441795582273,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True
mp-2715457,Na6ScTa3(SiO4)6,1.8313400787575889,0.897928692860414,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715458,Na3TaSi3GeO12,1.8462891816798623,0.7523212624251604,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True
mp-2715460,Na9Ca4Ta2(PO4)9,1.7996782654097134,1.140636435244586,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715473,Na9Ta2Zn4(PO4)9,1.8049516034036173,1.0470224937071548,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715475,Na3TaTi(SiO4)3,1.823500922186037,0.9205659744074848,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715480,Na9CaTa5(SiO4)9,1.8595063569933248,0.7542127636210199,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715494,Na3ZrTa(SiO4)3,1.872100740382224,0.768853220774038,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True
mp-2715507,Na9Ta5Zn(SiO4)9,1.8522792528316576,0.7787849977743313,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715545,NaLaTa3SiP5O24,1.916678727907615,0.3894142387754751,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715552,NaTa2SiSn2P5O24,1.898245999685031,0.4588646506333388,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715568,NaZrTaSi(PO6)2,1.919655848856974,0.4711347993511863,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715584,Na2Ta3AlSi2(PO6)4,1.8945776390464235,0.467722706432391,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715588,Na3Ta5ZnSi3(PO6)6,1.9027216278014984,0.4462789984466188,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2715599,NaTa3AlSiP5O24,1.899875942222221,0.4164006041313581,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715602,Na3Ta10Zn2Si3(P5O24)3,1.9113419705650592,0.3922618163209121,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715603,NaTaTiSi2SO12,1.941614176627072,0.236386878592956,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2715606,Na2Ta3GaSi2(PO6)4,1.8951964405889068,0.4692940107552701,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715612,NaTaSiSn(PO6)2,1.911729431168517,0.445581332515769,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715622,Na2Ta4Ti4Si7S5O48,1.9114274320230835,0.4257254181424548,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715627,Na3CaTa5Si3(PO6)6,1.9087643916659875,0.4387376690076459,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
mp-2715633,Na8Sc3TaSi5SO24,1.7709476515814817,1.2699860868422823,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715642,NaHf2Ta2SiP5O24,1.904894897638569,0.4558238745119857,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715646,Na2ScTa3Si2(PO6)4,1.9029502778265168,0.4586717632177363,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Ta,0.0,True
mp-2715648,Na8TaIn3Si4(PO12)2,1.8527171574306744,0.7931988185386862,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715650,NaHfTaSi2SO12,1.940971380239623,0.3267348374213999,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2715671,NaTaSiGe(PO6)2,1.9024952552578167,0.3678109559028456,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715674,Na2Hf4Ta4Si7S5O48,1.910833167492607,0.5158208785832008,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715675,NaHfTaSi(PO6)2,1.9162852235927068,0.4634924134485989,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715677,NaTa2Ti2SiP5O24,1.910791154793084,0.360097275042786,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715678,Na8Sc3TaSi4(PO12)2,1.8326859471987864,0.9432472778119748,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715679,Na2Ta3InSi2(PO6)4,1.90420959929346,0.4600347094182844,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715681,Ta2Si2SO12,1.9233800698896013,0.3453935359020313,[6.0],5.0,5.0,5.0,Octahedron,6a,1,6.0,Ta,0.0,True
mp-2715682,NaTaTiSi(PO6)2,1.9110085829206724,0.3880872875293449,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715688,Na2Zr4Ta4Si7S5O48,1.9122117589666,0.5101595279604421,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715693,NaYTa3SiP5O24,1.9104888180550792,0.4029622977325678,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715695,Ta2Si(PO6)2,1.913814761556371,0.3681547795690101,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Ta,0.0,True
mp-2715702,Na6Ta4Zn8Si3(S5O24)3,1.903629575997288,0.4952851793962825,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715704,NaZr2Ta2SiP5O24,1.9058980477484733,0.4467673709815397,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715709,TaNbSi(PO6)2,1.9217282271663143,0.35227306074451,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715710,TaNbSi2SO12,1.9337470144049085,0.2887743217362389,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715714,Na2YTa3Si2(PO6)4,1.9085567943343804,0.4644962241774701,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715729,NaTa2SiGe2P5O24,1.898232249095152,0.4074039853106732,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715737,Na6Ta20Zn4Si21(S5O48)3,1.912938404428682,0.4225043443693519,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715749,NaTa3InSiP5O24,1.907778734645434,0.4026546639038256,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715776,Na2Ta6Ga2Si7S5O48,1.9152592848187624,0.3862758632272776,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715786,Na21Mg8Ta4Si3(P5O24)3,1.824742822285902,0.9309171488351822,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True
mp-2715789,Na3MgTa5Si3(PO6)6,1.90112378384548,0.4500552241507679,[6.0],5.0,5.0,5.0,Octahedron,"2b, 2c, 2a",1,6.0,Ta,0.0,True
