material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,N_wyckoff,num_N_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1105365,KNO3,1.539217381797047,0.5272391800112558,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,4.0,3.0,1.2617889170545376,1.2832387995332202,1.2699736193858124,0.009465122141049827,0.021449882478682625,119.99997376385994,0.7024999223150568,119.35280234436055,120.97635046360287,0.0,0.0,1,Trigonal plane
mp-1105365,KNO3,1.539217381797047,0.5272391800112558,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,5.0,3.0,1.2617889170545389,1.2832387995332195,1.2699736193858129,0.009465122141049014,0.021449882478680626,79.58787929867587,41.33262466733559,22.60229170518634,119.35280234436053,0.0,0.0,2,Trigonal plane
mp-1105365,KNO3,1.539217381797047,0.5272391800112558,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,6.0,3.0,1.2617889170545382,1.2832387995332195,1.2699736193858122,0.009465122141049444,0.021449882478681292,119.99997376385994,0.7024999223151115,119.35280234436048,120.97635046360294,0.0,0.0,3,Trigonal plane
mp-1105365,KNO3,1.539217381797047,0.5272391800112558,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,7.0,3.0,1.2617889170545369,1.2832387995332213,1.2699736193858124,0.009465122141050658,0.0214498824786844,79.58787929867584,41.332624667335594,22.602291705186307,119.3528023443605,0.0,0.0,4,Trigonal plane
mp-1173447,Rb2SbN2(O2F)3,1.370894098563861,0.2163881333771098,[3.0],5.0,5.0,5.0,Trigonal plane,2a,1,3.0,N,0.0,True,12.0,3.0,1.2576993093050914,1.2640931943047906,1.2618171870923434,0.002917168348255251,0.006393884999699173,119.99847415549935,0.08483662906011862,119.88201358634795,120.08167607038077,0.0,0.0,1,Trigonal plane
mp-1173447,Rb2SbN2(O2F)3,1.370894098563861,0.2163881333771098,[3.0],5.0,5.0,5.0,Trigonal plane,2a,1,3.0,N,0.0,True,13.0,3.0,1.2426254053569594,1.2852053918144808,1.2602226001509536,0.018150740894338543,0.04257998645752137,119.99984558636304,1.5652166107351626,118.81345730720003,122.21143915009185,1.0,0.3333333333333333,2,Trigonal plane
mp-1173447,Rb2SbN2(O2F)3,1.370894098563861,0.2163881333771098,[3.0],5.0,5.0,5.0,Trigonal plane,2a,1,3.0,N,0.0,True,16.0,3.0,1.257699309305093,1.2640931943047886,1.2618171870923434,0.002917168348254,0.00639388499969562,119.99847415549937,0.08483662906011116,119.88201358634795,120.08167607038071,0.0,0.0,3,Trigonal plane
mp-1173447,Rb2SbN2(O2F)3,1.370894098563861,0.2163881333771098,[3.0],5.0,5.0,5.0,Trigonal plane,2a,1,3.0,N,0.0,True,17.0,3.0,1.2426254053569594,1.2852053918144808,1.2602226001509533,0.018150740894338605,0.04257998645752137,119.99984558636304,1.5652166107351981,118.81345730719995,122.2114391500919,1.0,0.3333333333333333,4,Trigonal plane
mp-1178448,Cr(NO3)5,1.3115544326863782,0.1046759510337168,[3.0],5.0,5.0,5.0,Trigonal plane,"6c, 3a",1,3.0,N,0.0,True,3.0,3.0,1.2388718655538964,1.310076892278046,1.2627109483961039,0.03349302266128427,0.07120502672414952,59.29600953046211,34.228252587469505,11.139140660400578,87.622608070279,1.0,0.3333333333333333,1,Trigonal plane
mp-1178448,Cr(NO3)5,1.3115544326863782,0.1046759510337168,[3.0],5.0,5.0,5.0,Trigonal plane,"6c, 3a",1,3.0,N,0.0,True,4.0,3.0,1.2388718654332571,1.3100768922638648,1.2627103942793856,0.03349341189267206,0.0712050268306077,79.86895383566234,28.87878163164966,46.284256744664894,116.78658831135891,1.0,0.3333333333333333,2,Trigonal plane
mp-1178448,Cr(NO3)5,1.3115544326863782,0.1046759510337168,[3.0],5.0,5.0,5.0,Trigonal plane,"6c, 3a",1,3.0,N,0.0,True,10.0,3.0,1.2388786786088035,1.3100674283577676,1.2627135659797093,0.03348448557910016,0.07118874974896405,119.99936994320954,2.539344609476311,116.78679470027777,122.99559526108163,1.0,0.3333333333333333,3,Trigonal plane
mp-1178448,Cr(NO3)5,1.3115544326863782,0.1046759510337168,[3.0],5.0,5.0,5.0,Trigonal plane,"6c, 3a",1,3.0,N,0.0,True,11.0,3.0,1.2388718654332578,1.3100768922638648,1.2627103942793854,0.03349341189267222,0.07120502683060703,79.86895383566234,28.87878163164966,46.2842567446649,116.78658831135891,1.0,0.3333333333333333,4,Trigonal plane
mp-1178448,Cr(NO3)5,1.3115544326863782,0.1046759510337168,[3.0],5.0,5.0,5.0,Trigonal plane,"6c, 3a",1,3.0,N,0.0,True,12.0,3.0,1.2388786786088022,1.3100674283577682,1.262713565979709,0.03348448557910074,0.07118874974896605,119.99936994320954,2.5393446094763688,116.7867947002777,122.9955952610817,1.0,0.3333333333333333,5,Trigonal plane
mp-1178448,Cr(NO3)5,1.3115544326863782,0.1046759510337168,[3.0],5.0,5.0,5.0,Trigonal plane,"6c, 3a",1,3.0,N,0.0,True,17.0,3.0,1.238871865553896,1.3100768922780461,1.2627109483961036,0.03349302266128458,0.07120502672415019,59.29600953046209,34.22825258746949,11.139140660400578,87.622608070279,1.0,0.3333333333333333,6,Trigonal plane
mp-1180897,K2PdN2(ClO2)2,1.333685509975438,0.2136308511299668,[2.0],3.0,3.0,3.0,Angular,2i,1,2.0,N,0.0,True,3.0,2.0,1.2493785729976876,1.2588681526002192,1.2541233627989534,0.004744789801265803,0.009489579602531606,119.2827797021463,0.0,119.2827797021463,119.2827797021463,0.0,0.0,1,Angular
mp-1180897,K2PdN2(ClO2)2,1.333685509975438,0.2136308511299668,[2.0],3.0,3.0,3.0,Angular,2i,1,2.0,N,0.0,True,4.0,2.0,1.2493785729976863,1.2588681526002177,1.254123362798952,0.004744789801265692,0.009489579602531384,119.28277970214633,0.0,119.28277970214633,119.28277970214633,0.0,0.0,2,Angular
mp-1182065,CdH8(NO5)2,1.3150098256835476,0.0931007328131172,[3.0],5.0,5.0,5.0,Trigonal plane,1a,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1189263,Pd(NO3)2,1.404820203478618,0.263054291848755,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1192446,Pb2SeN2O9,1.4500823541494658,0.3714274511214349,[3.0],5.0,5.0,5.0,Trigonal plane,2a,1,3.0,N,0.0,True,6.0,3.0,1.2588063570933197,1.262448349581813,1.2612343520856486,0.0017168517237627135,0.003641992488493395,32.38873262665366,13.936624462247705,12.679369298442316,42.24341429075934,0.0,0.0,1,Trigonal plane
mp-1192446,Pb2SeN2O9,1.4500823541494658,0.3714274511214349,[3.0],5.0,5.0,5.0,Trigonal plane,2a,1,3.0,N,0.0,True,7.0,3.0,1.2588063570933183,1.2624483495818133,1.261234352085648,0.001716851723763237,0.0036419924884949495,35.70646619425221,12.869867342635118,17.727402072408186,47.14858221958903,0.0,0.0,2,Trigonal plane
mp-1193008,H4Pd(NO4)2,1.4018299405016377,0.2527695750618874,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1193131,Cs2PbN2(ClO3)2,1.6284353286656343,0.7004400874584802,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1193552,NiH4(NO4)2,1.3450996317298212,0.1573127673113754,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron","2c, 4e",2,3.0,N,0.0,True,10.0,3.0,1.2360513045063446,1.2874463246188608,1.266229442726859,0.0219178786888766,0.051395020112516177,119.99952761250147,1.7677012885436032,118.26540220444988,122.42600000296008,3.0,1.0,1,"Trigonal plane, Octahedron"
mp-1193552,NiH4(NO4)2,1.3450996317298212,0.1573127673113754,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron","2c, 4e",2,3.0,N,0.0,True,11.0,3.0,1.236051304506346,1.2874463246188583,1.2662294427268586,0.021917878688875136,0.0513950201125124,119.99952761250147,1.7677012885435976,118.26540220444991,122.42600000296008,3.0,1.0,2,"Trigonal plane, Octahedron"
mp-1193552,NiH4(NO4)2,1.3450996317298212,0.1573127673113754,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron","2c, 4e",2,3.0,N,0.0,True,12.0,3.0,1.2360513045063464,1.2874463246188586,1.2662294427268592,0.021917878688875216,0.05139502011251218,119.99952761250144,1.7677012885435401,118.26540220444993,122.42600000295998,3.0,1.0,3,"Trigonal plane, Octahedron"
mp-1193552,NiH4(NO4)2,1.3450996317298212,0.1573127673113754,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron","2c, 4e",2,3.0,N,0.0,True,13.0,3.0,1.2360513045063453,1.2874463246188592,1.2662294427268588,0.02191787868887582,0.051395020112513956,119.99952761250147,1.7677012885435661,118.26540220444993,122.42600000296004,3.0,1.0,4,"Trigonal plane, Octahedron"
mp-1195032,BiTeNO6,1.2902837583943167,0.0597792007949026,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1195992,KUCrNO9,1.445257064585498,0.3464132843811888,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,12.0,3.0,1.2263539034419932,1.291514907813857,1.2696826856957417,0.03063838220202662,0.06516100437186378,81.93652953418973,33.11510370964258,41.259438421438205,122.37347887057398,2.0,0.6666666666666666,1,Trigonal plane
mp-1195992,KUCrNO9,1.445257064585498,0.3464132843811888,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,13.0,3.0,1.2263539034419932,1.291514907813857,1.2696826856957417,0.030638382202026564,0.06516100437186378,119.99999849222583,3.5709808368723763,114.95284389833277,122.67367270777079,2.0,0.6666666666666666,2,Trigonal plane
mp-1195992,KUCrNO9,1.445257064585498,0.3464132843811888,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,14.0,3.0,1.2263539034419932,1.2915149078138577,1.2696826856957415,0.03063838220202636,0.06516100437186445,81.93652953418966,33.11510370964257,41.25943842143815,122.37347887057388,2.0,0.6666666666666666,3,Trigonal plane
mp-1195992,KUCrNO9,1.445257064585498,0.3464132843811888,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,15.0,3.0,1.226353903441993,1.2915149078138575,1.2696826856957415,0.03063838220202662,0.06516100437186445,119.99999849222581,3.570980836872382,114.95284389833276,122.67367270777076,2.0,0.6666666666666666,4,Trigonal plane
mp-1196286,Rb3Ni2(NO3)7,1.679995682904838,0.82042554690399,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron","8d, 4c",2,3.0,N,0.0,True,20.0,3.0,1.2353126022347938,1.2726395495948095,1.2601972338081373,0.017596091732840127,0.03732694736001574,119.99929597633256,1.8074575195911446,117.44316503871353,121.27736144514208,3.0,1.0,1,"Trigonal plane, Octahedron"
mp-1196286,Rb3Ni2(NO3)7,1.679995682904838,0.82042554690399,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron","8d, 4c",2,3.0,N,0.0,True,21.0,3.0,1.2353126022347936,1.2726395495948088,1.2601972338081364,0.017596091732839707,0.037326947360015295,79.36644150774707,26.92430941411173,60.32807974226386,117.44316503871347,3.0,1.0,2,"Trigonal plane, Octahedron"
mp-1196286,Rb3Ni2(NO3)7,1.679995682904838,0.82042554690399,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron","8d, 4c",2,3.0,N,0.0,True,22.0,3.0,1.235312602234794,1.2726395495948124,1.2601972338081378,0.017596091732840127,0.0373269473600184,119.99929597633256,1.8074575195911613,117.4431650387135,121.27736144514212,3.0,1.0,3,"Trigonal plane, Octahedron"
mp-1196286,Rb3Ni2(NO3)7,1.679995682904838,0.82042554690399,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron","8d, 4c",2,3.0,N,0.0,True,23.0,3.0,1.235312602234793,1.2726395495948093,1.2601972338081362,0.01759609173283992,0.037326947360016405,79.36644150774708,26.92430941411174,60.32807974226383,117.4431650387135,3.0,1.0,4,"Trigonal plane, Octahedron"
mp-1196436,LaB5H5NO14,1.2988235322839323,0.0626822453354672,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,44.0,3.0,1.2505923780756396,1.2988188847822815,1.2698586654656148,0.020847513431757086,0.04822650670664186,119.99907490876201,1.7738771392540864,117.79033475121625,122.13352282201437,3.0,1.0,1,Trigonal plane
mp-1196436,LaB5H5NO14,1.2988235322839323,0.0626822453354672,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,45.0,3.0,1.2505923780756385,1.2988188847822835,1.269858665465615,0.020847513431758457,0.04822650670664497,119.99907490876204,1.773877139254128,117.79033475121618,122.1335228220144,3.0,1.0,2,Trigonal plane
mp-1196436,LaB5H5NO14,1.2988235322839323,0.0626822453354672,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,46.0,3.0,1.2505923780756418,1.298818884782283,1.2698586654656154,0.020847513431757364,0.04822650670664119,119.99907490876201,1.7738771392541606,117.79033475121618,122.13352282201448,3.0,1.0,3,Trigonal plane
mp-1196436,LaB5H5NO14,1.2988235322839323,0.0626822453354672,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,47.0,3.0,1.250592378075641,1.298818884782282,1.2698586654656154,0.020847513431756916,0.04822650670664097,119.99907490876204,1.7738771392541375,117.79033475121621,122.13352282201446,3.0,1.0,4,Trigonal plane
mp-1196453,Dy6H40N8O49,1.3055307114931316,0.0722038878078073,[3.0],5.0,5.0,5.0,Trigonal plane,2i,1,3.0,N,0.0,True,50.0,3.0,1.2377488473655567,1.2917190350701087,1.2697185618954554,0.023133447936058524,0.053970187704551975,119.99999855783521,2.7303929442179715,116.21788984330908,122.5650771716218,3.0,1.0,1,Trigonal plane
mp-1196453,Dy6H40N8O49,1.3055307114931316,0.0722038878078073,[3.0],5.0,5.0,5.0,Trigonal plane,2i,1,3.0,N,0.0,True,51.0,3.0,1.2377488473655553,1.2917190350701075,1.2697185618954545,0.023133447936058784,0.0539701877045522,119.99999855783521,2.730392944217959,116.21788984330911,122.56507717162182,3.0,1.0,2,Trigonal plane
mp-1196716,Dy(NO3)3,1.828545916637982,1.0999138638455777,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1196832,Er6H40N8O49,1.3039657974695162,0.0690123434539378,[3.0],5.0,5.0,5.0,Trigonal plane,2i,1,3.0,N,0.0,True,50.0,3.0,1.241059328873759,1.2910825667963757,1.2696963615389387,0.021055671550096765,0.05002323792261665,119.99999878105534,2.7492617350095645,116.21824814953199,122.67281511256645,3.0,1.0,1,Trigonal plane
mp-1196832,Er6H40N8O49,1.3039657974695162,0.0690123434539378,[3.0],5.0,5.0,5.0,Trigonal plane,2i,1,3.0,N,0.0,True,51.0,3.0,1.24105932887376,1.2910825667963746,1.2696963615389387,0.02105567155009604,0.05002323792261465,119.99999878105534,2.749261735009564,116.21824814953196,122.67281511256638,3.0,1.0,2,Trigonal plane
mp-1197132,K2Pd(NO3)4,1.6038904967515524,0.6510759404560151,[3.0],5.0,5.0,5.0,no_data,no_data,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,no_data
mp-1197536,Er(NO3)3,1.817238504136912,1.0778044216814229,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1197821,AlH14SeNO14,1.234913580228924,-0.0456079043396652,[3.0],5.0,5.0,5.0,Trigonal plane,2i,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1198118,FeH10N3O14,1.292017749701388,0.0502168970945812,[3.0],5.0,5.0,5.0,Trigonal plane,2i,1,3.0,N,0.0,True,26.0,3.0,1.253369116571357,1.2790496910106732,1.2680524924279506,0.010803206408411625,0.02568057443931626,119.99982979552885,1.3736851685416742,118.51597305160014,121.82764181044489,3.0,1.0,1,Trigonal plane
mp-1198118,FeH10N3O14,1.292017749701388,0.0502168970945812,[3.0],5.0,5.0,5.0,Trigonal plane,2i,1,3.0,N,0.0,True,27.0,3.0,1.2533691165713556,1.2790496910106723,1.2680524924279502,0.010803206408411977,0.025680574439316706,119.99982979552885,1.3736851685416447,118.51597305160011,121.82764181044482,3.0,1.0,2,Trigonal plane
mp-1198436,Mo(NO4)2,1.449268278790351,0.3688026223400368,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1198580,K2NdH4N5O17,1.5501871281562982,0.5530210026705482,[3.0],5.0,5.0,5.0,"Icosahedron, Trigonal plane","4b, 2a",2,3.0,N,0.0,True,,,,,,,,,,,,,,0,"Icosahedron, Trigonal plane"
mp-1198651,CeB5H7NO15,1.2760634670971505,0.012569932283985,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,32.0,3.0,1.2423552725231395,1.2893128964480027,1.268602977609292,0.01956621098661309,0.046957623924863245,119.99993199345681,2.1429700314110804,117.01338406084251,121.93916494659679,1.0,0.3333333333333333,1,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,33.0,3.0,1.242355272523138,1.2893128964480025,1.268602977609291,0.019566210986613604,0.04695762392486458,119.9999319934568,2.1429700314111497,117.0133840608424,121.93916494659679,1.0,0.3333333333333333,2,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,34.0,3.0,1.242355272523138,1.2893128964480014,1.2686029776092906,0.019566210986613253,0.04695762392486347,119.99993199345681,2.1429700314111315,117.01338406084243,121.93916494659679,1.0,0.3333333333333333,3,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,35.0,3.0,1.2423552725231364,1.2893128964480045,1.2686029776092915,0.01956621098661513,0.04695762392486813,119.9999319934568,2.1429700314111155,117.01338406084245,121.9391649465968,1.0,0.3333333333333333,4,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,36.0,3.0,1.2423552725231408,1.2893128964480014,1.2686029776092913,0.019566210986611838,0.04695762392486058,119.9999319934568,2.14297003141108,117.01338406084251,121.9391649465968,1.0,0.3333333333333333,5,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,37.0,3.0,1.2423552725231384,1.2893128964480032,1.2686029776092913,0.019566210986613597,0.0469576239248648,119.99993199345681,2.1429700314110725,117.01338406084251,121.93916494659673,1.0,0.3333333333333333,6,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,38.0,3.0,1.2423552725231386,1.2893128964480027,1.2686029776092913,0.019566210986613382,0.046957623924864134,119.99993199345681,2.1429700314111377,117.01338406084243,121.93916494659683,1.0,0.3333333333333333,7,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,39.0,3.0,1.24235527252314,1.2893128964480025,1.2686029776092915,0.019566210986612667,0.04695762392486258,119.9999319934568,2.1429700314111155,117.01338406084243,121.9391649465967,1.0,0.3333333333333333,8,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,40.0,3.0,1.2423552725231395,1.2893128964480023,1.268602977609292,0.019566210986612955,0.0469576239248628,119.99993199345681,2.1429700314110804,117.01338406084251,121.93916494659679,1.0,0.3333333333333333,9,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,41.0,3.0,1.242355272523139,1.2893128964480025,1.268602977609291,0.019566210986613066,0.04695762392486347,119.9999319934568,2.1429700314111155,117.01338406084243,121.9391649465967,1.0,0.3333333333333333,10,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,42.0,3.0,1.2423552725231377,1.2893128964480018,1.2686029776092909,0.01956621098661353,0.046957623924864134,119.99993199345681,2.142970031411174,117.01338406084236,121.93916494659679,1.0,0.3333333333333333,11,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,43.0,3.0,1.242355272523139,1.2893128964480027,1.2686029776092913,0.019566210986613142,0.04695762392486369,119.9999319934568,2.142970031411102,117.01338406084245,121.9391649465967,1.0,0.3333333333333333,12,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,44.0,3.0,1.2423552725231402,1.2893128964479996,1.268602977609291,0.019566210986611654,0.04695762392485947,119.9999319934568,2.142970031411148,117.01338406084238,121.93916494659673,1.0,0.3333333333333333,13,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,45.0,3.0,1.2423552725231386,1.2893128964480023,1.2686029776092915,0.019566210986613354,0.04695762392486369,119.99993199345681,2.142970031411178,117.01338406084236,121.9391649465968,1.0,0.3333333333333333,14,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,46.0,3.0,1.2423552725231395,1.289312896448001,1.2686029776092906,0.019566210986612275,0.04695762392486147,119.99993199345681,2.1429700314110813,117.01338406084251,121.93916494659676,1.0,0.3333333333333333,15,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,47.0,3.0,1.2423552725231397,1.2893128964480012,1.2686029776092915,0.01956621098661244,0.04695762392486147,119.99993199345681,2.142970031411088,117.01338406084248,121.93916494659673,1.0,0.3333333333333333,16,Trigonal plane
mp-1199040,K3Bi2(NO3)9,1.7476118527171074,0.939496062847072,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True,48.0,3.0,1.2423552725231377,1.289312896448003,1.2686029776092906,0.01956621098661369,0.046957623924865244,119.99993199345681,2.1429700314111315,117.01338406084243,121.93916494659679,1.0,0.3333333333333333,17,Trigonal plane
