material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Se_wyckoff,num_Se_chemenvs,CN,element,charge_range,is_single_charge
mp-778924,ZnSeO4,1.7820170086202405,0.3098625791058651,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True
mp-779156,CdSeO4,1.7749294055815252,0.2971921142982509,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True
mp-780006,Rb2MgH12(SeO7)2,1.6684486835313923,-0.0301630185176705,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True
mp-863010,K2TeH6SeO10,1.630231637680286,-0.1204039654280013,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True
mp-863017,RbZnH2Se2BrO6,1.7839994515825146,0.0858393411475602,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4g,1,3.0,Se,0.0,True
mp-863023,RbZnH2Se2ClO6,1.768414449528941,0.064340421098172,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4g,1,3.0,Se,0.0,True
mp-863429,CuH10SeO9,1.6688247143956296,-0.0285848286844151,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True
mp-866480,CoMoH2SeO7,1.8174837320350303,0.2639013689545097,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True
mp-8696,K3Na(SeO4)2,1.98519693454378,0.8157128837892774,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,Se,0.0,True
mp-880385,NaFe(SeO3)2,1.7663572906959408,0.1279106122826779,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True
mp-887746,LiFe(Se2O5)2,1.8738631267856032,0.4020124161313569,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8c,1,3.0,Se,0.0,True
mp-9178,CdSe2O5,1.8293408502824469,0.3724680478193188,[3.0],4.0,4.0,4.0,no_data,no_data,1,3.0,Se,0.0,True
mp-9639,BaCu(SeO3)2,1.8846381265986083,0.5998964492718876,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True
mp-9640,SrCu(SeO3)2,1.984960400273355,0.8596919785083552,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True
