material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,S_wyckoff,num_S_chemenvs,CN,element,charge_range,is_single_charge
mp-1233622,Rb2MgCu4H5(SO5)4,1.656464135530126,0.3963585727994793,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-1233896,Rb2MgCu4H5(SO5)4,1.740932595060039,0.6005065037904911,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-1233920,Rb2MgCu4H5(SO5)4,1.6041333739755104,0.2637691196892677,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-1234462,MgZr2H10(S3O14)2,1.5955925118058931,0.2647115201531783,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-12372,CaSO4,1.6425028968599569,0.3733278082084031,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-1237296,KDyH2S2O9,1.5710675095508553,0.2025817688834538,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-1238290,KUH3SO8,1.5588662474384516,0.1662528966844327,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-1238496,Al2H18SO15,1.4916445035785533,-0.0086742344642158,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-12436,Rb2Mn2(SO4)3,1.6148314925993972,0.3464642299893047,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-1252733,Na3CaAl3Si3SO16,1.6905858721828513,0.4778851368727402,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-1265272,LiMgAl3(SO4)6,1.6886604129696416,0.5145971019203042,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,S,0.0,True
mp-1282897,CoBi6(SO8)2,1.524601887376004,0.0687027254262518,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,S,0.0,True
mp-1296272,CoBi6(SO8)2,1.49093204113945,-0.0167046641650115,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-1306933,CoBi6(SO8)2,1.5185934800488723,0.0528182571920145,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,S,0.0,True
mp-1307582,NaFeH4SO6F,1.4670348714518755,-0.0665099014612719,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,S,0.0,True
mp-1394437,NaMg2H3(SO4)2,1.5324736298202504,-0.0768738285659464,[3.0],4.0,4.0,4.0,Triangular non-coplanar,1a,1,3.0,S,0.0,True
mp-14484,KNaLi2(SO4)2,1.6138060728207542,0.2975332971298403,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,S,0.0,True
mp-14646,Li2Mg2(SO4)3,1.6093341122486606,0.346905178821613,[4.0],6.0,6.0,6.0,Tetrahedron,"8d, 4c",1,4.0,S,0.0,True
mp-14665,KNd(SO4)2,1.690118376741077,0.5325159607553183,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-15598,K2Ni2(SO4)3,1.644486504843774,0.3810491175167519,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-15599,K2Ca2(SO4)3,1.4942980159116672,0.0132233925545604,[4.0],6.0,6.0,6.0,Tetrahedron,12b,1,4.0,S,0.0,True
mp-15600,K2Ca2(SO4)3,1.546142021203956,0.1740273843700269,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,S,0.0,True
mp-16801,GdSO4F,1.681585053990442,0.4809863977223823,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,S,0.0,True
mp-17586,CdS2O7,1.629199241777155,0.3650689158086074,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-17769,YSO4F,1.678634075368181,0.4763341902256884,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,S,0.0,True
mp-18109,RbDy(SO4)2,1.472204314345716,-0.0515999120737951,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-18555,KEr(SO4)2,1.5400419542852688,0.1287674146257978,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-18749,NiSO4,1.7122363155796911,0.58176145641797,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,S,0.0,True
mp-18838,K2MnSO4F3,1.7511293177440073,0.6319892241924906,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-19112,FeSO4,1.6152822004612706,0.3445948928504531,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,S,0.0,True
mp-19198,CoSO4,1.6403795218435335,0.4042257131815603,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,S,0.0,True
mp-19254,FeSO4,1.5731848804195196,0.2429876448151708,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,S,0.0,True
mp-19304,K2MnSO4F3,1.8810837775487452,0.953821024642617,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,S,0.0,True
mp-19379,CoSO4,1.6030826440797177,0.3136958034668997,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,S,0.0,True
mp-19488,Rb2MnSO4F3,1.7138076840720509,0.5363593849147006,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-1984978,NaV3H6(SO7)2,1.5079534865398396,0.0451292741388643,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-1987187,K3V2(S2O9)2,1.5975287352718728,0.266164516133516,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,S,0.0,True
mp-20525,CuSO4,1.565392575633394,0.2191328561656965,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,S,0.0,True
mp-20968,KFe(SO4)2,1.7582404641713645,0.6664248167416861,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-21099,K2Pb(SO4)2,1.55662001841742,0.1458512499122421,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,S,0.0,True
mp-21807,K2Co2(SO4)3,1.6068324421583438,0.2921550584482031,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-22023,Pb3SO6,1.8740094245396528,0.9587371131200502,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,S,0.0,True
mp-22457,K3Na(SO4)2,1.884745221848164,0.9606983459911778,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,S,0.0,True
mp-22554,MnSO4,1.641441920772968,0.4088984833421035,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,S,0.0,True
mp-22577,Pb3SO6,1.591928961186158,0.2388338440746482,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,S,0.0,True
mp-23146,TlZnSClO4,1.674929633297964,0.4463333471313616,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-23598,SIO3F,1.5088868852547497,0.0883517526478643,[3.0],6.0,6.0,6.0,Tetrahedron,4a,1,3.0,S,0.0,True
mp-23645,KBiS(ClO2)2,1.4327794068821085,-0.1604689690748465,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,S,0.0,True
mp-23660,KNa22C2S9ClO42,1.6294541387228991,0.3266707788745312,[4.0],6.0,6.0,6.0,Tetrahedron,"6h, 12i",1,4.0,S,0.0,True
mp-23689,Na2CoH8(SO6)2,1.616366584657796,0.2987346641882542,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-23690,CaH4SO6,1.468840071128978,-0.0591029186793553,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,S,0.0,True
mp-23723,K2CaH2S2O9,1.3901233519926637,-0.2561971884132047,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,S,0.0,True
mp-23779,K3H(SO4)2,2.2569397661395803,1.8695311687073084,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,S,0.0,True
mp-23780,Na3H(SO4)2,1.758914271377968,0.6531570761012817,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-23781,Rb3H(SO4)2,2.214598792283167,1.8126960128253944,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,S,0.0,True
mp-23787,Na2ZnH8(SO6)2,1.4981041297648054,0.0066594181720627,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-23800,KHSO4,1.8482833343310885,0.8561502805190372,[4.0],6.0,6.0,6.0,Tetrahedron,8c,1,4.0,S,0.0,True
mp-23831,NdHSO5,1.6032434648560727,0.3244112773634428,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-23849,Li2H2SO5,1.5201440015660526,0.0709918105599309,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,S,0.0,True
mp-23872,Ca3Al2H6S(OF)8,1.4475891320542655,-0.1164818246705157,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,S,0.0,True
mp-23877,NiH14SO11,1.4876783840936325,-0.0246007435637068,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,S,0.0,True
mp-24009,KCr3H6(SO7)2,1.52037620191957,0.0728838790214675,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,S,0.0,True
mp-24020,KVH24(SO10)2,1.4896909552633957,-0.0155815899107591,[4.0],6.0,6.0,6.0,Tetrahedron,8c,1,4.0,S,0.0,True
mp-24038,K2CuH12(SO7)2,1.512052947896502,0.0399795372981436,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24069,MnH2(SO4)2,1.605927771416947,0.2741531396305661,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24071,MnH6(SO4)4,1.5681169646974644,0.1805009006766149,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24072,AgH5S2O9,1.6150042575814734,0.286277278684286,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24108,RbCrH24(SO10)2,1.4828794515967676,-0.0295269481742944,[4.0],6.0,6.0,6.0,Tetrahedron,8c,1,4.0,S,0.0,True
mp-24133,K2NiH12(SO7)2,1.486132668593011,-0.0239704772883518,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-2414,SO3,1.6278806659027527,0.3271187363585997,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,S,0.0,True
mp-24196,Tl2CuH12(SO7)2,1.5166479336569247,0.0491535239824819,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24250,Mn2H2SO6,1.5862432055568223,0.2648468423334791,[4.0],6.0,6.0,6.0,Tetrahedron,2e,1,4.0,S,0.0,True
mp-24366,K2ZnH12(SO7)2,1.4994426212970835,0.0084811007898974,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24396,MgH14SO11,1.4884747326712664,-0.0224377448130338,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,S,0.0,True
mp-24397,MgH8SO8,1.4940444444432184,-0.0007528420680593,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24399,MgH10SO9,1.4871911085653229,-0.0172692237987903,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,S,0.0,True
mp-24438,K2MgH12(SO7)2,1.4850617715190813,-0.0272957121680893,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24445,Nd2H16S3O20,1.489430205176853,-0.003804169458162,[4.0],6.0,6.0,6.0,Tetrahedron,"4f, 2e",1,4.0,S,0.0,True
mp-24446,LiH2SO4,1.4474096424189091,-0.0482792690026055,[3.0],5.0,5.0,5.0,Triangular non-coplanar,4c,1,3.0,S,0.0,True
mp-24460,MgH6(SO4)4,1.5693852115950526,0.1883295615808341,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24478,PuH8(SO6)2,1.5037046620372287,0.0410704492035223,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,S,0.0,True
mp-24502,ZnH2(SO4)2,1.5935594873482768,0.244608739353744,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24522,CuH2SO5,1.5711354350320577,0.1944989386901346,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,S,0.0,True
mp-24538,K2H12Ru(SO7)2,1.4789917843322082,-0.0422759648004068,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24617,RbGdH2S2O9,1.5456925346014905,0.1371891396083437,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24640,ErH3(SO4)3,1.5744837951557802,0.2144933742357757,[4.0],6.0,6.0,6.0,Tetrahedron,8c,1,4.0,S,0.0,True
mp-24656,YH3(SO4)3,1.574100876561214,0.2130461390102417,[4.0],6.0,6.0,6.0,Tetrahedron,8c,1,4.0,S,0.0,True
mp-24708,ZnH8SO8,1.499386732702359,0.0090882583164595,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24732,MnH8SO8,1.4976159375427878,0.0036435714301528,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-24742,K2MgH8(SO6)2,1.4999052686427534,0.0167791285834743,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,S,0.0,True
mp-2712522,Na3Mg3TiPS5O24,1.6124710762956087,0.3095379304058517,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-2712526,Na3Zn3SnPS5O24,1.629198889837742,0.3471944119740864,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2712528,Na3HfMg3PS5O24,1.6108569962619026,0.3130801414662955,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712533,Na3Mg2Al2PS5O24,1.6073800659357351,0.3096825964519765,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712535,Na3Ca2Y2PS5O24,1.5852520198451614,0.2514313695109799,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712536,Na2TaAl3P4(SO12)2,1.5924689904214515,0.2661388107749836,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712537,Na6Ca3HfP4(SO12)2,1.6044088441407396,0.288960267303415,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712540,Na2ZnSn3P4(SO12)2,1.6276699025604848,0.343477493380975,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2712544,Na6Sc4Zn4SiS11O48,1.5796386027600426,0.2298191180380716,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2712546,Na2Hf3ZnP4(SO12)2,1.602354969746867,0.2889859447092184,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712564,Na2MgZr3P4(SO12)2,1.5909566748662674,0.2670548683174146,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712574,Na3Mg3SnPS5O24,1.6325980107070772,0.3645286027800209,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2712575,Na6Ca4Y4SiS11O48,1.5852316346520812,0.2414277331737911,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-2712581,Na9Ca5TaP6(SO12)3,1.5810502935034032,0.2212186422991132,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,S,0.0,True
mp-2712584,NaZrGaP2SO12,1.5858153327173663,0.2580429446364126,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712589,Na2Hf3MgP4(SO12)2,1.5925436208154236,0.2712355635440956,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712591,NaMgNbP2SO12,1.6106004472561128,0.3103081047054016,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712592,Na2Hf3ZnSi2(SO6)4,1.5987634440893477,0.2794589618345017,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712596,Na2Zr3ZnSi2(SO6)4,1.58687660219799,0.2477714410679199,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712597,Na6Ca3TiP4(SO12)2,1.5879900019266118,0.2484902293324148,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712598,Na2Y3TaP4(SO12)2,1.577674313986469,0.238152937381794,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712607,Na6HfMg3P4(SO12)2,1.6578883382914893,0.4205921476298792,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712610,Na2Zr3ZnP4(SO12)2,1.6037238998075876,0.2932258028751351,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712615,NaAlSnP2SO12,1.620216990358798,0.340793792091934,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",6a,2,4.0,S,0.0,True
mp-2712617,Na6Mg3SnP4(SO12)2,1.706343394383874,0.545818426813066,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2712618,NaAlGeP2SO12,1.6558109056915362,0.4378381705678137,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712625,Na3CaYP2SO12,1.6334949009362911,0.3611570190465458,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712627,NaHfScP2SO12,1.6553111073706446,0.4280108377008074,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",6a,2,4.0,S,0.0,True
mp-2712630,Na6Al4Zn4SiS11O48,1.593745661335927,0.2688052675107425,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712632,Na3Zn2Ga2PS5O24,1.6130503292680394,0.3109488847570144,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712634,NaZrScP2SO12,1.6435876484853431,0.4000435159127298,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",6a,2,4.0,S,0.0,True
mp-2712638,Na6Mg3ZrP4(SO12)2,1.6401927914237546,0.376170996524909,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712639,Na2Sc3NbP4(SO12)2,1.5872017864249583,0.253794851946909,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2712640,NaMgTaP2SO12,1.615293819072385,0.3264696609552435,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712649,Na2TaIn3P4(SO12)2,1.5840958337375235,0.2481602704252052,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712653,Na6Mg3TiP4(SO12)2,1.602888321848957,0.2852321774525719,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712654,Na6Ca3ZrP4(SO12)2,1.6006631807662663,0.2813302219910737,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712655,Na3Mg2Ga2PS5O24,1.6133302102680165,0.3183838808715174,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-2712660,NaTiAlP2SO12,1.5927034589028093,0.2786260409770026,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712665,Na3ZrZn3PS5O24,1.6017594340964272,0.2826937413156868,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712669,Na2CaSn3P4(SO12)2,1.6246712297475256,0.3470767752028732,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2712671,Na2TaGa3P4(SO12)2,1.605952781920053,0.3035426300782424,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712674,NaScSnP2SO12,1.6608506773030058,0.4468034467385082,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",6a,2,4.0,S,0.0,True
mp-2712676,Na2MgGe3P4(SO12)2,1.6277167370226855,0.3558947314795618,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712681,Na3Al2Zn2PS5O24,1.5958447145580856,0.271631192656604,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712685,NaHfInP2SO12,1.6210373778868292,0.3478569503949722,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712690,NaHfGaSi(SO6)2,1.5904330801171849,0.2614760780309411,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,S,0.0,True
mp-2712696,Na3TiZn3PS5O24,1.5953934012429911,0.2681724175142242,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712699,NaGaSnP2SO12,1.6421536017475684,0.39969531353967,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",6a,2,4.0,S,0.0,True
mp-2712701,Na3HfZn3PS5O24,1.6019137960423784,0.2787099288371255,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712703,Na2CaZr3P4(SO12)2,1.591796319918601,0.2678162191885642,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712709,Na3ScZnP2SO12,1.5922940386726347,0.2658424178106974,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",6a,2,4.0,S,0.0,True
mp-2712716,Na6Ca6Zr2SiS11O48,1.602094530770744,0.2854862857789449,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712718,Na2CaHf3P4(SO12)2,1.601476672307927,0.2966658690829152,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712723,Na3Ca3SnPS5O24,1.6130079533618589,0.3073322149760043,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2712726,Na6Zr2Zn6SiS11O48,1.591029722544824,0.2558444016624289,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-2712727,Na6Zn6SiSn2S11O48,1.6196064093263978,0.3222532873068072,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-2712728,Na3Ca2In2PS5O24,1.6202396619749009,0.3292998783905856,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712736,Na9Mg5TaP6(SO12)3,1.7293900223207348,0.5927066104599227,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,S,0.0,True
mp-2712737,NaYZrP2SO12,1.657940396827131,0.4411759784108384,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712738,Na2Sc3TaP4(SO12)2,1.5903913499909037,0.2650547249219145,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",1a,2,4.0,S,0.0,True
mp-2712739,Na6Ca4La4SiS11O48,1.5878268560230515,0.2443843524054313,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712745,NaZrInP2SO12,1.6165760085483047,0.3397701941050218,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712746,NaTiGaP2SO12,1.596457566298492,0.2816180984822082,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712748,Na2Ti3ZnP4(SO12)2,1.59504673514137,0.2698676593032164,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712750,Na9Mg5NbP6(SO12)3,1.6603048034737244,0.4178469708904067,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,S,0.0,True
mp-2712753,Na2MgTi3P4(SO12)2,1.5881577298584773,0.26522254919966,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712756,Na2NbIn3P4(SO12)2,1.56803753309866,0.20791010824147,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712765,NaHfAlP2SO12,1.5978849698055135,0.2978250272416221,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712767,Na2Y3NbP4(SO12)2,1.5734210549519885,0.2253761168328669,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712771,Na9Nb2Zn10P3(S5O24)3,1.6044854917997913,0.295160525564206,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712772,NaInSnP2SO12,1.662763235368074,0.4538088034194958,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",6a,2,4.0,S,0.0,True
mp-2712779,Na3Mg2In2PS5O24,1.614189794143649,0.3203727356768026,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712780,Na2NbAl3P4(SO12)2,1.5807997869407788,0.2452260318578857,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712781,NaScTiP2SO12,1.6468593447652586,0.4057000943199536,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",6a,2,4.0,S,0.0,True
mp-2712784,Na3MgScP2SO12,1.617356024714881,0.3263471477700739,[4.0],6.0,6.0,6.0,"Tetrahedron, Octahedron",6a,2,4.0,S,0.0,True
mp-2712790,Na3MgInP2SO12,1.656767760902626,0.4196903889006993,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712792,NaHfGaP2SO12,1.6602206381481466,0.4430838689491058,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712794,Na6Mg6Zr2SiS11O48,1.5913623674670103,0.265064656993962,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712799,Na9Ca5NbP6(SO12)3,1.5938579595577296,0.2570809478402455,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,S,0.0,True
mp-2712804,NaZrAlP2SO12,1.5709472946931335,0.2307372416740901,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
mp-2712809,Na2NbGa3P4(SO12)2,1.5711908910420884,0.2115344726248417,[4.0],6.0,6.0,6.0,Tetrahedron,1a,1,4.0,S,0.0,True
mp-2712814,Na6Ca4Sc4SiS11O48,1.5969273242827389,0.2743621165220258,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,S,0.0,True
mp-2712817,NaTiInP2SO12,1.5787628252823995,0.2467071260666865,[4.0],6.0,6.0,6.0,Tetrahedron,6a,1,4.0,S,0.0,True
